# time Tc_folded Tref_folded model 
59306.859162 -3.395743 0.099937     1.292985
59306.890944 -3.363961 0.102106     1.295867
59306.922726 -3.332179 0.104275     1.298400
59306.954508 -3.300397 0.106444     1.300582
59306.986290 -3.268615 0.108613     1.302413
59307.018072 -3.236833 0.110782     1.303890
59307.049854 -3.205051 0.112951     1.305015
59307.081636 -3.173269 0.115120     1.305785
59307.113418 -3.141487 0.117289     1.306202
59307.145200 -3.109705 0.119458     1.306264
59307.176982 -3.077923 0.121627     1.305971
59307.208764 -3.046141 0.123796     1.305324
59307.240546 -3.014359 0.125965     1.304324
59307.272328 -2.982577 0.128134     1.302970
59307.304110 -2.950795 0.130303     1.301265
59307.335892 -2.919013 0.132473     1.299208
59307.367674 -2.887231 0.134642     1.296801
59307.399456 -2.855449 0.136811     1.294045
59307.431238 -2.823667 0.138980     1.290943
59307.463020 -2.791885 0.141149     1.287495
59307.494802 -2.760103 0.143318     1.283705
59307.526584 -2.728321 0.145487     1.279573
59307.558366 -2.696539 0.147656     1.275102
59307.590148 -2.664757 0.149825     1.270296
59307.621930 -2.632975 0.151994     1.265156
59307.653712 -2.601193 0.154163     1.259685
59307.685494 -2.569411 0.156332     1.253887
59307.717276 -2.537629 0.158501     1.247764
59307.749058 -2.505847 0.160670     1.241321
59307.780840 -2.474065 0.162839     1.234559
59307.812622 -2.442283 0.165008     1.227484
59307.844404 -2.410501 0.167177     1.220099
59307.876186 -2.378719 0.169346     1.212408
59307.907968 -2.346937 0.171515     1.204415
59307.939750 -2.315155 0.173684     1.196123
59307.971532 -2.283373 0.175853     1.187539
59308.003314 -2.251591 0.178022     1.178665
59308.035096 -2.219809 0.180191     1.169506
59308.066878 -2.188027 0.182360     1.160068
59308.098660 -2.156245 0.184529     1.150354
59308.130442 -2.124463 0.186698     1.140370
59308.162224 -2.092681 0.188867     1.130121
59308.194006 -2.060899 0.191036     1.119611
59308.225788 -2.029117 0.193205     1.108846
59308.257570 -1.997335 0.195374     1.097831
59308.289352 -1.965553 0.197543     1.086572
59308.321134 -1.933771 0.199712     1.075073
59308.352916 -1.901989 0.201881     1.063340
59308.384698 -1.870207 0.204050     1.051379
59308.416480 -1.838425 0.206219     1.039194
59308.448262 -1.806643 0.208388     1.026792
59308.480044 -1.774861 0.210557     1.014178
59308.511826 -1.743079 0.212726     1.001357
59308.543608 -1.711297 0.214895     0.988336
59308.575390 -1.679515 0.217064     0.975120
59308.607172 -1.647733 0.219233     0.961714
59308.638954 -1.615951 0.221402     0.948125
59308.670736 -1.584169 0.223571     0.934358
59308.702518 -1.552388 0.225740     0.920418
59308.734300 -1.520606 0.227909     0.906312
59308.766082 -1.488824 0.230078     0.892044
59308.797864 -1.457042 0.232248     0.877622
